Mean Leaf
0.000000	225.090065	-22.959848	218.316644	-41.686123	200.851103	-56.636289	179.034418	-69.403050	155.746210	-80.664848	131.900920	-90.385283	107.778529	-98.546506	83.533370	-105.022994	59.177436	-109.728198	34.740451	-112.465930	10.327061	-113.132671	-14.130303	-111.512388	-38.601540	-107.296558	-62.981785	-100.105372	-87.091268	-89.562329	-110.548728	-75.802226	-132.619001	-59.738050	-152.602571	-42.995221	-170.786306	-28.331644	-188.973136	-18.105951	-209.101664	-12.521850	-231.125172	-9.879562	-253.900455	-7.861485	-276.012195	0.037836	-292.054966	11.632764	-281.089056	14.104673	-259.455086	16.444459	-236.727405	20.998012	-214.490489	29.611440	-193.612908	42.855148	-174.681809	58.903987	-156.441216	74.836268	-136.819597	88.681103	-115.043449	99.525183	-91.827436	107.071609	-67.810603	111.565338	-43.481740	113.356361	-19.054425	112.826079	5.480968	110.114886	30.029373	105.407664	54.569500	98.791761	79.077729	90.352088	103.509252	80.299228	127.753398	68.707929	151.684597	55.620803	175.031216	40.691444	197.007302	22.541030	215.485524	

Eigenvalues
118149.350990	18943.809898	13078.716761	8148.666288	2276.741783	1042.242202	740.952831	657.004332	587.660066	430.135468	238.031745	205.828392	176.069525	159.794620	116.764861	113.130333	97.049347	86.185162	69.165401	63.936371	46.113628	43.556885	37.034420	35.139003	30.690823	27.914227	25.780710	24.437889	20.077103	18.568880	16.460278	16.318199	13.967002	13.708845	13.035944	10.719146	9.528896	9.187617	8.522279	7.658454	7.374444	6.388031	5.893294	5.513216	5.203660	4.704679	4.532142	4.211572	3.739759	3.632906	3.354286	3.082363	2.916197	2.703762	2.585928	2.389539	2.355493	2.168921	1.967979	1.921949	1.891932	1.847378	1.716612	1.567552	1.484138	1.382216	1.330293	1.240089	1.200099	1.099106	1.041470	0.983780	0.957474	0.909205	0.841718	0.741084	0.708214	0.679695	0.632700	0.592560	0.576615	0.521359	0.476196	0.464977	0.420172	0.366462	0.344075	0.274764	0.238082	0.202449	0.180544	0.168171	0.128813	0.102123	0.070253	0.000000	

Eigenvectors
0.000000	0.203266	-0.015881	0.192615	-0.023546	0.169260	-0.027496	0.146199	-0.031113	0.125334	-0.034756	0.105546	-0.037922	0.086339	-0.040399	0.067484	-0.042423	0.048895	-0.043873	0.030492	-0.044911	0.012128	-0.045243	-0.006200	-0.045123	-0.024515	-0.044260	-0.042949	-0.042955	-0.061671	-0.040618	-0.081417	-0.036154	-0.102117	-0.029147	-0.124004	-0.019311	-0.146354	-0.008968	-0.168762	-0.002441	-0.190896	-0.000058	-0.211601	-0.000420	-0.231723	-0.003227	-0.251783	-0.003767	-0.269908	0.001182	-0.255022	-0.000816	-0.234321	-0.000587	-0.214216	0.002804	-0.194365	0.009949	-0.173644	0.020188	-0.152189	0.030391	-0.130054	0.037671	-0.108055	0.042021	-0.087147	0.044079	-0.067393	0.045042	-0.048542	0.045458	-0.030030	0.045354	-0.011628	0.044784	0.006709	0.043625	0.025071	0.041955	0.043491	0.039794	0.062068	0.037361	0.080803	0.034506	0.099869	0.030777	0.119635	0.026676	0.140403	0.022510	0.163194	0.015340	0.187477	
0.000000	0.041141	0.012237	0.021689	0.039002	0.000289	0.069261	-0.008391	0.097771	-0.011078	0.124146	-0.010228	0.147549	-0.007222	0.166839	-0.002561	0.182398	0.003210	0.194675	0.009177	0.203443	0.015253	0.208669	0.021745	0.209933	0.028255	0.205696	0.034438	0.194795	0.039763	0.175734	0.041657	0.148501	0.034937	0.117156	0.015885	0.085278	-0.014398	0.060961	-0.048100	0.045683	-0.073353	0.038512	-0.087841	0.032437	-0.097557	0.021933	-0.108928	0.013628	-0.124649	0.005024	-0.111740	-0.009139	-0.102595	-0.017656	-0.093542	-0.026973	-0.079479	-0.043526	-0.057252	-0.070873	-0.025648	-0.105233	0.005393	-0.140100	0.027207	-0.169855	0.035603	-0.192267	0.035825	-0.206668	0.031283	-0.213239	0.024638	-0.213094	0.017557	-0.208471	0.010173	-0.200201	0.002947	-0.188051	-0.003639	-0.172267	-0.009581	-0.152415	-0.014443	-0.128452	-0.017361	-0.101956	-0.017717	-0.072773	-0.014289	-0.042379	-0.003784	-0.014205	0.017191	
0.000000	0.194523	0.005451	0.173710	0.028872	0.153687	0.050203	0.146540	0.065138	0.144161	0.075444	0.143312	0.081042	0.142979	0.081823	0.143030	0.077734	0.142491	0.069716	0.141599	0.058012	0.140665	0.041242	0.139614	0.019415	0.138134	-0.009392	0.135958	-0.044588	0.131013	-0.083716	0.121475	-0.121162	0.104403	-0.149775	0.080104	-0.158699	0.060089	-0.138147	0.055615	-0.093737	0.065357	-0.050959	0.077760	-0.023672	0.086973	-0.008331	0.095332	-0.000229	0.097862	0.003875	0.100812	0.014581	0.093951	0.035622	0.083248	0.072845	0.069130	0.118063	0.057083	0.146183	0.056006	0.145221	0.070488	0.120667	0.092350	0.083774	0.109530	0.045765	0.118757	0.010664	0.123057	-0.017624	0.125033	-0.039686	0.126565	-0.056488	0.128571	-0.069044	0.130518	-0.077947	0.132098	-0.082221	0.133428	-0.082944	0.134225	-0.078844	0.135457	-0.069184	0.137477	-0.054586	0.141242	-0.033473	0.148845	-0.008926	0.167849	
0.000000	0.001306	-0.001703	0.006254	-0.009491	0.007985	-0.021723	0.005249	-0.030752	-0.000170	-0.037738	-0.006096	-0.042211	-0.012815	-0.043848	-0.019853	-0.042063	-0.025763	-0.037876	-0.030134	-0.031378	-0.033433	-0.024113	-0.034784	-0.016920	-0.034185	-0.008277	-0.032163	0.001750	-0.029492	0.012129	-0.026830	0.027346	-0.023987	0.049134	-0.016757	0.082086	-0.001053	0.132578	0.025176	0.194945	0.048383	0.260544	0.061068	0.323788	0.062675	0.374866	0.048531	0.387718	0.001976	0.381206	-0.046627	0.329347	-0.059043	0.267694	-0.054517	0.205721	-0.039465	0.147390	-0.016394	0.098197	0.008094	0.063335	0.023771	0.041684	0.028701	0.026652	0.032423	0.016886	0.035227	0.008938	0.038259	0.001432	0.040447	-0.007173	0.041254	-0.014528	0.040624	-0.021621	0.038017	-0.027832	0.033187	-0.032255	0.027187	-0.033737	0.019515	-0.032939	0.012451	-0.029401	0.006160	-0.022349	0.000193	-0.011640	-0.002974	-0.002660	-0.001832	
